observation_date,DEXSFUS
2024-01-23,19.0653
2024-01-24,18.8873
2024-01-25,18.9138
2024-01-26,18.7631
2024-01-29,18.7955
2024-01-30,18.8145
2024-01-31,18.6527
2024-02-01,18.5839
2024-02-02,18.9105
2024-02-05,19.0535
2024-02-06,18.8599
2024-02-07,18.8987
2024-02-08,18.9619
2024-02-09,19.0385
2024-02-12,18.9289
2024-02-13,19.0977
2024-02-14,19.0350
2024-02-15,18.9724
2024-02-16,18.8709
2024-02-19,
2024-02-20,18.9106
2024-02-21,18.9083
2024-02-22,19.1626
2024-02-23,19.2550
2024-02-26,19.3233
2024-02-27,19.1006
2024-02-28,19.2748
2024-02-29,19.1884
2024-03-01,19.1166
2024-03-04,19.0209
2024-03-05,18.9694
2024-03-06,18.7948
2024-03-07,18.6885
2024-03-08,18.7333
2024-03-11,18.6485
2024-03-12,18.6594
2024-03-13,18.5575
2024-03-14,18.7333
2024-03-15,18.7517
2024-03-18,18.9625
2024-03-19,18.9132
2024-03-20,18.8084
2024-03-21,18.8479
2024-03-22,18.9742
2024-03-25,18.9192
2024-03-26,18.9949
2024-03-27,18.8800
2024-03-28,18.9373
2024-03-29,18.8926
2024-04-01,19.0076
2024-04-02,18.7811
2024-04-03,18.6762
2024-04-04,18.6603
2024-04-05,18.6497
2024-04-08,18.6200
2024-04-09,18.4886
2024-04-10,18.7645
2024-04-11,18.7420
2024-04-12,18.8716
2024-04-15,18.9702
2024-04-16,19.0187
2024-04-17,19.0558
2024-04-18,19.1423
2024-04-19,19.1099
2024-04-22,19.1449
2024-04-23,19.1254
2024-04-24,19.2392
2024-04-25,19.0343
2024-04-26,18.8090
2024-04-29,18.6291
2024-04-30,18.8085
2024-05-01,18.6203
2024-05-02,18.6017
2024-05-03,18.5025
2024-05-06,18.4649
2024-05-07,18.4712
2024-05-08,18.5724
2024-05-09,18.4859
2024-05-10,18.4408
2024-05-13,18.3308
2024-05-14,18.4204
2024-05-15,18.3120
2024-05-16,18.2025
2024-05-17,18.1813
2024-05-20,18.1883
2024-05-21,18.0719
2024-05-22,18.2430
2024-05-23,18.4327
2024-05-24,18.4281
2024-05-27,
2024-05-28,18.2764
2024-05-29,18.4034
2024-05-30,18.6122
2024-05-31,18.8402
2024-06-03,18.5016
2024-06-04,18.6927
2024-06-05,18.9477
2024-06-06,18.9073
2024-06-07,18.8771
2024-06-10,18.7390
2024-06-11,18.6441
2024-06-12,18.3658
2024-06-13,18.4667
2024-06-14,18.4008
2024-06-17,18.2619
2024-06-18,18.0691
2024-06-19,
2024-06-20,18.0615
2024-06-21,17.9548
2024-06-24,18.1403
2024-06-25,18.2047
2024-06-26,18.2193
2024-06-27,18.4702
2024-06-28,18.2283
2024-07-01,18.3154
2024-07-02,18.6118
2024-07-03,18.3525
2024-07-04,
2024-07-05,18.1935
2024-07-08,18.1194
2024-07-09,18.1403
2024-07-10,18.1260
2024-07-11,18.0001
2024-07-12,18.0051
2024-07-15,18.1849
2024-07-16,18.0947
2024-07-17,18.2536
2024-07-18,18.1746
2024-07-19,18.2511
2024-07-22,18.2702
2024-07-23,18.3808
2024-07-24,18.3167
2024-07-25,18.3221
2024-07-26,18.2605
2024-07-29,18.4617
2024-07-30,18.3542
2024-07-31,18.2081
2024-08-01,18.1732
2024-08-02,18.2484
2024-08-05,18.5369
2024-08-06,18.4788
2024-08-07,18.3697
2024-08-08,18.3533
2024-08-09,18.3118
2024-08-12,18.2242
2024-08-13,18.1617
2024-08-14,18.0694
2024-08-15,17.9853
2024-08-16,17.8842
2024-08-19,17.7142
2024-08-20,17.8594
2024-08-21,17.8592
2024-08-22,18.0258
2024-08-23,17.7300
2024-08-26,17.7007
2024-08-27,17.7403
2024-08-28,17.7987
2024-08-29,17.7537
2024-08-30,17.7910
2024-09-02,
2024-09-03,17.9626
2024-09-04,17.8623
2024-09-05,17.7220
2024-09-06,17.8718
2024-09-09,17.8700
2024-09-10,17.9421
2024-09-11,17.9033
2024-09-12,17.8525
2024-09-13,17.7048
2024-09-16,17.6415
2024-09-17,17.6403
2024-09-18,17.5604
2024-09-19,17.4771
2024-09-20,17.4900
2024-09-23,17.3138
2024-09-24,17.3316
2024-09-25,17.2318
2024-09-26,17.1564
2024-09-27,17.0992
2024-09-30,17.2618
2024-10-01,17.3832
2024-10-02,17.3123
2024-10-03,17.5116
2024-10-04,17.4719
2024-10-07,17.3975
2024-10-08,17.5579
2024-10-09,17.6388
2024-10-10,17.5276
2024-10-11,17.3978
2024-10-14,
2024-10-15,17.6198
2024-10-16,17.6468
2024-10-17,17.6858
2024-10-18,17.5919
2024-10-21,17.6513
2024-10-22,17.5267
2024-10-23,17.8501
2024-10-24,17.6862
2024-10-25,17.6625
2024-10-28,17.7092
2024-10-29,17.6824
2024-10-30,17.6784
2024-10-31,17.6750
2024-11-01,17.5778
2024-11-04,17.5526
2024-11-05,17.4283
2024-11-06,17.6243
2024-11-07,17.3211
2024-11-08,17.5749
2024-11-11,
2024-11-12,18.1704
2024-11-13,18.2508
2024-11-14,18.2145
2024-11-15,18.2405
2024-11-18,17.9721
2024-11-19,18.0528
2024-11-20,18.0953
2024-11-21,18.1114
2024-11-22,18.1060
2024-11-25,18.0900
2024-11-26,18.1857
2024-11-27,18.2110
2024-11-28,
2024-11-29,18.0405
2024-12-02,18.2043
2024-12-03,18.0848
2024-12-04,18.0795
2024-12-05,18.0432
2024-12-06,18.0064
2024-12-09,17.7605
2024-12-10,17.8417
2024-12-11,17.7029
2024-12-12,17.7552
2024-12-13,17.8699
2024-12-16,17.8355
2024-12-17,18.1224
2024-12-18,18.0932
2024-12-19,18.4230
2024-12-20,18.3194
2024-12-23,18.5472
2024-12-24,18.6712
2024-12-25,
2024-12-26,18.8764
2024-12-27,18.6502
2024-12-30,18.8154
2024-12-31,18.8792
